Unnamed: 0,cd_loc,latlong
1561,문현동 지게골로 새마을금고 부근,"[35.1341433, 129.0765316]"
1562,대연경성대부경대역CCTV(곡각지),"[35.1379815, 129.1008275]"
1563,문현동 문현교차로 CCTV(인도),"[35.1466606, 129.065868]"
1564,문현동 전포대로77번길 골든밸류빌 아파트 부근,"[35.1437404, 129.0653112]"
1565,우암동 장고개로 20 부근,"[35.1269784, 129.0712654]"
1566,문현동 고동골로 문현베스티움 아파트  신축 공사현장 부근,"[35.1397443, 129.0705649]"
1567,대연동 수영로123번길 부산구화학교 부근,"[35.1346155, 129.0796979]"
1568,감만동 우암로 54 부근(횡단보도),"[35.1153349, 129.0816475]"
1569,문현동 우암로374번길 진흥통운 부근(곡각지),"[35.1347769, 129.068446]"
1570,감만동 석포로26번길 동천초등학교 부근,"[35.12133610000001, 129.0834887]"
1571,대연동 수영로 아트박스 부근,"[35.1364461, 129.0988559]"
1572,감만2동 부마힐타워아파트부근(곡각/횡단보도),"[35.1241361, 129.0882851]"
1573,용호동 분포로 분포문화체육센터 부근(인도),"[35.132227, 129.1156465]"
1574,문현동 황령대로74번길 창녕수퍼 부근,"[35.1458033, 129.0678543]"
1575,문현동 수영로13번길 15 부근,"[35.1378853, 129.069522]"
1576,문현2동 두광골든밸류빌아파트 부근(사선),"[35.1442273, 129.0731356]"
1577,감만동 양지골로 56 부근,"[35.1126871, 129.0866366]"
1578,문현동 고동골로72번길 노블리안빌라 부근,"[35.1433993, 129.0734695]"
1579,대연동 수영로298번길 39-9 부근,"[35.1354622, 129.0999528]"
1580,대연동 수영로298번길 38-1 부근(곡각지),"[35.1351774, 129.0996472]"
1581,문현동 전포대로40번길 문현데시앙  뒷길 부근,"[35.1416397, 129.0679179]"
1582,대연동 수영로 경성두배로마트 부근,"[35.1401005, 129.1032906]"
1583,감만동 북항로 동원터미널 부근(직각주차),"[35.1278123, 129.1058734]"
1584,감만2동 우암5차자유아파트 부근,"[35.1223393, 129.0861144]"
1585,대연동 못골로12번길 대덕전기 부근,"[35.1352754, 129.0880998]"
1586,문현동 전포대로 72 부근,"[35.1431726, 129.0670968]"
1587,대연동 용소로28번길 봉구비어 부근(곡각지),"[35.134764, 129.0997152]"
1588,대연동 유엔로 210 부근(인도),"[35.1298259, 129.0992538]"
1589,용호동 용호로159번길 43 부근,"[35.1175828, 129.1139091]"
1590,문현3동 장터할매돼지국밥부근,"[35.1432967, 129.077416]"
1591,대연동 수영로267번길 46 부근,"[35.1367943, 129.0955925]"
1592,대연동 유엔로120번길 31호/오성슈퍼마트 부근(곡각/횡단보도),"[35.135924, 129.0910246]"
1593,용당동 신선로447번길 스타벅스 부근,"[35.1231107, 129.0989952]"
1594,문현3동 우정하이츠빌라 부근,"[35.1414479, 129.0719485]"
1595,문현3동 우정하이츠빌라 부근(인도),"[35.1414479, 129.0719485]"
1596,문현3동 문현로 부근,"[35.1381705, 129.0716986]"
1597,문현3동 문현로 부근(인도),"[35.1381705, 129.0716986]"
1598,문현3동 고동골로36번길 부근,"[35.1381705, 129.0716986]"
1599,대연동 유엔로157번길 스타벅스 부근(곡각지),"[35.1324543, 129.0932882]"
1600,대연동 용소로8번길 투썸플레이스 부근,"[35.1359724, 129.0977092]"
1601,대연동 수영로 288 부근(횡단보도),"[35.1361684, 129.0982198]"
1602,문현동 지게골로 144 부근,"[35.1341634, 129.0752372]"
1603,용호동 분포로 115 부근(횡단보도),"[35.1295917, 129.11584]"
1604,문현3동 고동골로36번길 부근(인도),"[35.1381705, 129.0716986]"
1605,문현동 메가마트 뒤 CCTV,"[35.1442273, 129.0731356]"
1606,대연동 유엔평화로13번길 66 부근,"[35.1338349, 129.0957065]"
1607,문현동 전포대로20번길 한화꿈에그린 부근(횡단보도),"[35.1377816, 129.0690877]"
1608,대연동 용소로8번길 금보맨션 부근,"[35.136532, 129.097696]"
1609,대연동 유엔평화로22번길 40 부근,"[35.1326602, 129.0898282]"
1610,용호동 용호로90번길 삼성맨션 부근,"[35.124284, 129.1110842]"
1611,대연동 유엔로157번길 연경 부근,"[35.1347403, 129.0930687]"
1612,문현1동 문현이안아파트 부근,"[35.1381704, 129.06856]"
1613,문현동 황령대로74번길 61 부근,"[35.1472155, 129.0675831]"
1614,대연동 수영로334번길 칠칠켄터키 부근,"[35.1373549, 129.1030518]"
1615,대연동 수영로346번길 아침햇살아파트 부근(곡각지),"[35.1374758, 129.1037788]"
1616,문현동 장고개로 배정고등학교 입구 부근,"[35.1321433, 129.0674214]"
1617,문현동 문전역부근,"[35.1454655, 129.0667495]"
1618,문현동 문현금융단지 부근,"[35.1465887, 129.0657069]"
1619,문현동 우암로 부산골프클럽 부근,"[35.1353823, 129.066644]"
1620,대연동 용소로28번길 건마트 부근,"[35.1347472, 129.1003497]"
1621,감만동 홍곡로 58 부근,"[35.1165454, 129.0843649]"
1622,대연동 용소로40번길 36 부근,"[35.1338788, 129.0990197]"
1623,대연동 용소로28번길 17 부근,"[35.1347595, 129.0998161]"
1624,대연4동 송림아파트부근,"[35.1279499, 129.0929469]"
1625,용호4동 오륙도교회 부근,"[35.1108967, 129.1115012]"
1626,문현2동 자유평화로 부근,"[35.1460649, 129.0671214]"
1627,대연동 유엔평화로10번길 동금빌라트 부근,"[35.1340401, 129.0899391]"
1628,문현동 지게골로 부산동교회 부근,"[35.1348357, 129.0721278]"
1629,문현동 지게골로 31 부근,"[35.1359282, 129.0695414]"
1630,문현동 자성로 한일오피스텔 부근(횡단보도),"[35.1364206, 129.0670324]"
1631,대연동 유엔로157번길 49 부근,"[35.1324435, 129.0932761]"
1632,대연동 용소로19번길 73 부근,"[35.1371342, 129.1038235]"
1633,대연동 수영로219번길 대연양곱창 부근,"[35.135469, 129.090601]"
1634,대연동 수영로322번길 22 부근(인도),"[35.1367528, 129.1016611]"
1635,문현1동 인각사 부근(인도),"[35.1468084, 129.0752258]"
1636,문현동 수영로 강동섭소아청소년과의원 부근,"[35.1371151, 129.072143]"
1637,용호동 용호로 198 부근(횡단보도),"[35.11462119999999, 129.1108257]"
1638,대연동 수영로 254 부근,"[35.1351597, 129.0944328]"
1639,감만동 우암로 92 부근(횡단보도),"[35.1187202, 129.0807784]"
1640,문현동 고동골로18번길 10 부근,"[35.1388169, 129.0724568]"
1641,대연동 대천사거리 CCTV(곡각/횡단보도),"[35.1300887, 129.1014738]"
1642,대연동 용소로 7 부근,"[35.1377761, 129.1028034]"
1643,문현동 고동골로47번길 문현베스티움 아파트 신축공사현장 부근(직각),"[35.1397443, 129.0705649]"
1644,문현동 전포대로 국제어학당 부근,"[35.1379953, 129.0684963]"
1645,대연동 대연사거리CCTV(인도),"[35.1351157, 129.091919]"
1646,대연동 못골로12번길 오복복국 부근,"[35.1355322, 129.0871695]"
1647,대연동 석포로127번길 46 부근,"[35.1290827, 129.089119]"
1648,문현2동 성동경로당부근,"[35.1417897, 129.0674244]"
1649,감만동 양지골로 232 부근,"[35.1153706, 129.0859562]"
1650,용호1동 분포로 부근(횡단보도),"[35.1295917, 129.11584]"
1651,대연동 유엔평화로14번길 40 부근,"[35.133585, 129.090274]"
1652,대연동 진남로 154 부근(횡단보도),"[35.1403046, 129.0796865]"
1653,대연동 진남로18번길 대연sk뷰 힐스 아파트 부근,"[35.1370179, 129.0943]"
1654,대연동 진남로46번길 47 부근,"[35.1401777, 129.0901369]"
1655,용호동 현대비치 앞 CCTV(곡각지),"[35.1262281, 129.1083344]"
1656,대연동 수영로 양우내안에 신축공사현장 부근(안전지대),"[35.1388787, 129.0775542]"
1657,문현1동 대창빌라 부근,"[35.1442273, 129.0731356]"
1658,감만2동 국제아파트 부근,"[35.1223115, 129.0851978]"
1659,문현동 경동리인정문CCTV(곡각지),"[35.1442273, 129.0731356]"
1660,문현동 고동골로18번길 6 부근,"[35.1388169, 129.0724568]"
1661,용호동 동명로 솔밭공원 부근,"[35.120207, 129.109685]"
1662,대연사거리하나투어CCTV(인도),"[35.1352058, 129.0905928]"
1663,대연동 수영로267번길 민방위 훈련장 부근,"[35.1374514, 129.095199]"
1664,대연동 못골로 대연초등학교 부근,"[35.1373593, 129.092003]"
1665,문현1동 뉴오토카프라자 부근,"[35.1437602, 129.0747801]"
1666,대연동 수영로 276-2 부근,"[35.1356099, 129.0966805]"
1667,대연동 유엔평화로9번길 우리약국 부근(직각),"[35.1344126, 129.0947281]"
1668,대연동 광명집 앞 CCTV(안전지대),"[35.1255556, 129.1008333]"
1669,대연동 진남로127번길 76 부근(교차로모퉁이),"[35.1374505, 129.0769878]"
1670,대연5동 신학대학부근,"[34.1077059, -117.716307]"
1671,부산은행역부근 문현2동,"[35.1454655, 129.0667495]"
1672,문현동 전포대로20번길 문현삼성부동산 부근,"[35.1384754, 129.0679585]"
1673,대연동 유엔로157번길 에이치마트 부근,"[35.1335128, 129.0934451]"
1674,용당동 유엔평화로126번길 석포여중 입구 부근,"[35.1221703, 129.0947798]"
1675,문현동 태영데시앙아파트부근(횡단보도),"[35.1442273, 129.0731356]"
1676,문현동 전포대로40번길 태영데시앙 아파트 부근,"[35.1416397, 129.0679179]"
1677,문현동 수영로13번길 태광빌라 부근,"[35.1395797, 129.070402]"
1678,문현동 지게골로 배정약국 부근(횡단보도),"[35.1340598, 129.0672269]"
1679,용호동 솔밭공원주변CCTV(횡단보도),"[35.11992800000001, 129.108574]"
1680,대연동 유엔로 진주냉면 부근(인도),"[35.1298172, 129.0996135]"
1681,대연동 수영로266번길 왕성부동산 부근(횡단보도),"[35.1337439, 129.0985077]"
1682,용호4동 용호4동주민센터 부근,"[35.1142664, 129.1109325]"
1683,감만1동 감만119안전센터 부근,"[35.1177262, 129.0805459]"
1684,용호동 동명로132번길 18 부근,"[35.1191003, 129.1106221]"
1685,대연동 신선로 462-1 평화식당 부근(인도),"[35.1260972, 129.1012948]"
1686,대연동 못골번영로71번길 3 부근,"[35.1413778, 129.0885958]"
1687,문현2동 전포대로 부근,"[35.139109, 129.067361]"
1688,대연동 신선로 464 부근(인도),"[35.1263825, 129.1016417]"
1689,대연동 신선로 454-18 부근(인도),"[35.12530040000001, 129.1013927]"
1690,문현동 지게골로 52-15 부근,"[35.1348351, 129.0713496]"
1691,대연동 황령대로492번길 남천중학교 후문 부근(사선주차),"[35.1364491, 129.1052233]"
1692,감만1동 감만119안전센터부근,"[35.1177262, 129.0805459]"
1693,용당동 현대아이파크부근,"[35.1187566, 129.0990577]"
1694,대연동 수영로334번길 37 부근,"[35.1371405, 129.1025375]"
1695,대연사거리하나투어CCTV(교차로모퉁이),"[35.1352058, 129.0905928]"
1696,용당동 유엔평화로125번길 더몽피시방 부근,"[35.124922, 129.0972037]"
1697,문현동 남동천로 문현사 부근,"[35.138244, 129.0666744]"
1698,문현동 남동천로 14 부근,"[35.1382267, 129.06668]"
1699,대연동 석포로91번길 34 부근(곡각지),"[35.1273108, 129.0897965]"
1700,대연동 수영로 영진식육점 부근,"[35.134505, 129.0934742]"
1701,대연동 수영로 푸드엔 부근(인도),"[35.1352633, 129.096022]"
1702,문현동 장고개로85번길 해운파크맨션 부근,"[35.1320323, 129.0684491]"
1703,대연동 진남로30번길 30 부근,"[35.1376732, 129.0931935]"
1704,용호동 분포로 동서아이에스 W아파트 부근(인도),"[35.1295917, 129.11584]"
1705,대연동 진남로 153 부근(횡단보도),"[35.1401563, 129.0794376]"
1706,문현동 장고개로93번길 44 부근(곡각지),"[35.1339977, 129.0688525]"
1707,문현동 남동천로 66 부근,"[35.1424923, 129.0642951]"
1708,문현동 수영로 세종그랑시아 부근,"[35.1361984, 129.0693378]"
1709,문현동 전포대로91번길,"[35.1446869, 129.0654101]"
1710,대연동 수영로196번길 26 부근,"[35.1337438, 129.0880059]"
1711,감만동 양지골로 육고기사관학교 부근(인도),"[35.1222049, 129.0854169]"
1712,우암동 장고개로 10 부근,"[35.1353932, 129.06869]"
1713,대연3동 미치과 부근,"[35.1383099, 129.1011125]"
1714,감만동 석포로26번가길 4 부근,"[35.1298107, 129.0914192]"
1715,문현동 황령대로 BIFC 대로변 부근,"[35.1472297, 129.0657929]"
1716,대연동 못골로12번길 47 부근,"[35.1355, 129.0864645]"
1717,대연동 못골로71번길 8 부근,"[35.1361027, 129.0902143]"
1718,용호동 분포로 145 부근(소화전/횡단보도),"[35.1295917, 129.11584]"
1719,대연동 유엔로157번길 까망머리 부근(횡단보도),"[35.1324543, 129.0932882]"
1720,대연동 용소로64번길 86 부근,"[35.1317901, 129.0965514]"
1721,대연동 수영로220번길 후렌지바게트 부근,"[35.1353934, 129.0916413]"
1722,대연4동 대연스포츠센터부근,"[35.1282724, 129.0911509]"
1723,문현동 고동골로18번길 7-11 부근,"[35.1391249, 129.0714366]"
1724,대연동 수영로 대연혁신지구 복합상가 부근(횡단보도),"[35.1397318, 129.1033138]"
1725,대연동 용소로7번길 42 부근,"[35.1375168, 129.1024987]"
1726,문현4동 상경전원아파트 부근,"[35.1307824, 129.0709766]"
1727,문현동 우암로 호포갈비 부근,"[35.1340485, 129.0663029]"
1728,대연동 유엔평화로47번길 108 부근(곡각지),"[35.1307995, 129.0968608]"
1729,문현동 수영로69번길 7 부근,"[35.135602, 129.075334]"
1730,대연1동 남부경찰서치안센터부근,"[35.1340048, 129.0955298]"
1731,대연동 수영로298번길 37 부근,"[35.13531020000001, 129.0999156]"
1732,문현동 고동골로59번길 94 부근(횡단보도),"[35.1411454, 129.0678111]"
1733,용호동 분포로 하이츠자이 상가 부근(정류장),"[35.1327553, 129.1109465]"
1734,대연동 못골로12번길 대박시티 부근(곡각지),"[35.1353601, 129.086261]"
1735,감만동 우암로 밀양돼지국밥 부근(곡각지),"[35.1138163, 129.081544]"
1736,문현동 문현교차로CCTV(곡각/횡단보도),"[35.136865, 129.0678657]"
1737,대연동 수영로322번길 22 부근(교차로모퉁이),"[35.1367528, 129.1016611]"
1738,대연1동 천제등로부근(역주차),"[35.1344938, 129.0922096]"
1739,대연동 천제등로 33 부근,"[35.1329463, 129.0889894]"
1740,감만동 우암로 75-1 부근(인도),"[35.1172533, 129.0807097]"
1741,문현동 고동골로 29 부근(정류장),"[35.1396608, 129.0709805]"
1742,대연4동 활수한의원 부근,"[35.1253584, 129.0887926]"
1743,용호동 동명로145번가길 7 부근,"[35.1200755, 129.1132837]"
1744,용호3동 토영아파트 부근(도로가운데주차),"[35.1278123, 129.1058734]"
1745,대연동 용소로7번길 지앤지부동산 부근(곡각지),"[35.13821009999999, 129.1039631]"
1746,대연동 유엔로157번길 95 부근,"[35.1345057, 129.0930908]"
1747,용당동 신선로 329 부근(인도),"[35.117646, 129.0950305]"
1748,대연동 수영로219번길 9 부근(교차로모퉁이),"[35.1355079, 129.0903095]"
1749,대연동 수영로334번길 29 부근(교차로모퉁이),"[35.1372224, 129.1031444]"
1750,대연동 못골로 (구) 양산박 부근(횡단보도),"[35.1361824, 129.0906773]"
1751,대연동 렌즈미 앞 CCTV(인도),"[35.1364043, 129.1002376]"
1752,용호동 오륙도로 스카이워크  회전교차로 부근,"[35.1005724, 129.1245524]"
1753,대연동 수영로 207 부근(횡단보도),"[35.1351814, 129.0892254]"
1754,대연동 유엔로137번길 산성교회 부근,"[35.1310188, 129.0915345]"
1755,대연6동 우리은행 부근,"[35.1350461, 129.0873919]"
1756,문현동 고동골로 18 부근(횡단보도),"[35.138564, 129.0712657]"
1757,용당동 유엔평화로125번길 4 부근,"[35.1247978, 129.0961845]"
1758,문현1동 아이원통상 부근(횡단보도),"[35.1480091, 129.0834877]"
1759,문현동 수영로49번길 문현성당 부근,"[35.1364078, 129.0731222]"
1760,대연동 용소로7번길 구세군부산요양원 부근(노인보호구역),"[35.139171, 129.1054454]"
1761,대연동 용소로7번길 Remark 부근,"[35.1375281, 129.1014315]"
1762,용호동 분포로 LG메트로시티 상가 부근,"[35.1298466, 129.1110979]"
1763,용호동 용호로197번길 28 부근,"[35.1146462, 129.112726]"
1764,대연동 유엔로201번길 8 부근,"[35.1305817, 129.0983116]"
1765,대연동 황령대로319번가길 새부산유치원 부근,"[35.1503805, 129.0909348]"
1766,대연동 홍곡로 343 부근(소화전),"[35.1228366, 129.0889546]"
1767,대연동 못골로 28 부근,"[35.1354904, 129.0853232]"
1768,대연동 천제등로38번길 28 부근,"[35.13214, 129.0877333]"
1769,문현동 남동천로 성동중학교 부근(인도),"[35.14114199999999, 129.066227]"
1770,감만동 8부두로 5앞,"[35.1186107, 129.0796108]"
1771,문현동 문현로 65-5 부근,"[35.1436717, 129.0758956]"
