Unnamed: 0,cd_loc,latlong
4063,문현동 지게골로 세종그랑시아 부근(곡각지),"[35.1361984, 129.0693378]"
4064,문현1동 아이원통상부근(인도/횡단보도),"[35.1480091, 129.0834877]"
4065,문현동 고동골로78번길 91 부근,"[35.1440004, 129.0764398]"
4066,문현동 고동골로78번길 76 부근,"[35.1438031, 129.0757129]"
4067,문현동 문현교차로CCTV(역주차),"[35.1364206, 129.0679768]"
4068,문현동 고동골로60번길 10 부근(곡각지),"[35.1425573, 129.0723998]"
4069,문현동 고동골로60번길 문현제일교회 부근,"[35.1422697, 129.0722668]"
4070,대연동 수영로250번길 22 부근,"[35.135144, 129.091861]"
4071,문현동 고동골로69번길 14 부근,"[35.1431881, 129.070444]"
4072,문현동 고동골로69번길 11 부근,"[35.143673, 129.0709596]"
4073,문현동 문현로 삼겹이네문현점 부근,"[35.1432791, 129.0761505]"
4074,문현동 고동골로18번길 7-12 부근,"[35.1391282, 129.0716791]"
4075,문현동 고동골로47번길 문현삼성래미안아파트후문 부근(횡단보도),"[35.1412501, 129.0689561]"
4076,감만동 석포로 54 부근,"[35.1232865, 129.0867401]"
4077,감만동 우암로 밀양돼지국밥 부근(이중주차),"[35.1185938, 129.0801854]"
4078,대연동 수영로266번길 122 부근,"[35.1321518, 129.100402]"
4079,대연동 부일전원빌라부근(인도),"[35.1324493, 129.0889749]"
4080,문현동 진남로232번길 명문글로벌유치원 부근,"[35.1464075, 129.0780079]"
4081,문현2동 문현이마트부근(곡각/횡단보도),"[35.1443594, 129.0642591]"
4082,용호동 동명로 산양씽크 부근,"[35.1189224, 129.1150688]"
4083,문현동 고동골로78번길 대성주유소 부근(곡각지),"[35.1437248, 129.0764076]"
4084,문현동 고동골로97번길 54 부근,"[35.1478083, 129.0736426]"
4085,대연동 천제등로 64-1 부근,"[35.1305724, 129.0893517]"
4086,대연동 평화공원앞CCTV(인도),"[35.1269223, 129.1008906]"
4087,문현동 고동골로 문현1동 주민센터 부근,"[35.1381705, 129.0716986]"
4088,대연동 못골로 마더스 마켓 부근,"[35.135828, 129.0916019]"
4089,대연동 못골로 남구보건소 부근(인도),"[35.13604480000001, 129.0849818]"
4090,용호동 용호로269번길 5 부근,"[35.1086602, 129.11232]"
4091,대연동 용소로40번길 13 부근,"[35.1337198, 129.100151]"
4092,문현1동 광원아파트부근,"[35.1466418, 129.0743926]"
4093,문현3동 무학프라자아파트부근,"[35.1347265, 129.0752539]"
4094,문현동 고동골로97번길 46 부근,"[35.1471102, 129.0732796]"
4095,문현동 고동골로97번길 35 부근,"[35.1478083, 129.0736426]"
4096,문현동 고동골로97번길 50 부근,"[35.1478083, 129.0736426]"
4097,문현3동 문현로부근(인도),"[35.1381705, 129.0716986]"
4098,문현동 고동골로부근(인도),"[35.143531, 129.0738094]"
4099,문현3동 메가마트부근,"[35.1376601, 129.0727736]"
4100,문현동 지게골로 롯데슈퍼 부근(직각/횡단보도),"[35.1357719, 129.0704109]"
4101,남구 문현1동 고동골로 부근,"[35.1381705, 129.0716986]"
4102,문현동 고동골로 70 부근,"[35.1433408, 129.0713349]"
4103,대연동 못골로 40 부근,"[35.1356188, 129.086691]"
4104,남구 문현1동 남도맨션 부근,"[35.1441698, 129.0746981]"
4105,남구 문현동 한양아파트 부근,"[35.1442253, 129.0728372]"
4106,남구 문현3동 고동골로36번길 부근,"[35.1381705, 129.0716986]"
4107,문현동 전포대로67번길 35 부근,"[35.1426614, 129.0646529]"
4108,용호동 동명로132번길 108 부근,"[35.1170745, 129.1105632]"
4109,문현1동 고동골로78번길 부근,"[35.1441698, 129.0746981]"
4110,문현동 고동골로 부근(횡단보도),"[35.143531, 129.0738094]"
4111,문현동 수영로 롯데마트 부근,"[35.1357719, 129.0704109]"
4112,문현3동 고동골로 부근(인도),"[35.1381705, 129.0716986]"
4113,문현동 문현여자고등학교 부근,"[35.1452808, 129.0741704]"
4114,우암동 장고개로 동방한의원 부근,"[35.1284216, 129.0710464]"
4115,문현동 고동골로47번길 12 부근(직각),"[35.1413811, 129.0703172]"
4116,문현동 고동골로 119 부근,"[35.1455243, 129.0746426]"
4117,문현동 전포대로(인도),"[35.1466606, 129.065868]"
4118,문현동 전포대로 삼성힐타워 부근(사선),"[35.1391703, 129.0679767]"
4119,문현1동 문현1동주민센터 부근(인도),"[35.1381705, 129.0716986]"
4120,문현동 전포대로 삼성컨벤션힐 타워 부근,"[35.1391703, 129.0679767]"
4121,문현3동 남부경찰서문현지구대 부근,"[35.1388867, 129.0697472]"
4122,문현동 고동골로 17-1 부근(횡단보도위),"[35.1385145, 129.0709425]"
4123,문현1동 문현1동주민센터 부근(인도/횡단보도),"[35.1480091, 129.0834877]"
4124,문현동 전포대로67번길 새마을금고 부근,"[35.1426487, 129.0652716]"
4125,문현1동 아이원통상 부근,"[35.1442273, 129.0731356]"
4126,대연동 황령대로353번길 두리 트레이딩 부근,"[35.1466964, 129.096532]"
4127,문현동 고동골로28번길 우노빌 부근,"[35.143531, 129.0738094]"
4128,문현동 진남로166번길 부산혜성학교입구 부근,"[35.1413072, 129.0809748]"
4129,문현동 고동골로 23 부근(횡단보도),"[35.1418224, 129.0721492]"
4130,대연동 진남로166번길 혜성(해남)학교 부근,"[35.1413072, 129.0809748]"
4131,대연동 못골번영로 불란서안경 부근(곡각/횡단보도),"[35.1402566, 129.0887312]"
4132,대연동 못골로53번길 잇츠미 부근,"[35.1369663, 129.0884306]"
4133,문현1동 이디야커피 부근(횡단보도),"[35.14323, 129.0765043]"
4134,문현동 고동골로47번길 16 부근(인도),"[35.1413464, 129.0700633]"
4135,문현동 베스티움@앞CCTV(인도/곡각지),"[35.1397443, 129.0705649]"
4136,문현동 고동골로 20 부근(횡단보도),"[35.1387225, 129.0712744]"
4137,감만2동 석포로26번가길 부근(안전지대),"[35.1220227, 129.0868674]"
4138,문현2동 범5호교 부근(횡단보도),"[35.14142, 129.0645603]"
4139,문현동 문현로 상신코퍼레이션 부근,"[35.1426661, 129.0734411]"
4140,문현1동 진남로 부근(횡단보도),"[35.1398739, 129.0837817]"
4141,문현동 426-330 부근(인도),"[35.1412806, 129.0703598]"
4142,문현동 고동골로47번가길 18 부근(직각),"[35.1420068, 129.07005]"
4143,문현1동 진남로 부근,"[35.1460307, 129.0760313]"
4144,문현동 고동골로97번길 78 부근,"[35.1460665, 129.0744961]"
4145,문현동 고동골로72번길 49-1 부근,"[35.14372, 129.0737991]"
4146,대연동 진남로69번길 15 부근,"[35.1372789, 129.0877237]"
4147,대연동 진남로34번길 7 부근,"[35.1382553, 129.0920096]"
4148,문현동 1236 부근(교차로모퉁이),"[35.1442273, 129.0731356]"
4149,문현동 고동골로 카페이티 부근,"[35.1423165, 129.0717747]"
4150,대연1동 하이타운약국 부근(횡단보도),"[35.1332269, 129.0885583]"
4151,용호동 용호로 34 부근(횡단보도),"[35.1273703, 129.1074934]"
4152,대연동 진남로46번길 늘편한내과 부근,"[35.1382159, 129.0904391]"
4153,문현동 고동골로59번길 16 부근,"[35.14264, 129.0703556]"
4154,문현동 수영로 문현성당 부근(곡각/횡단보도),"[35.1364078, 129.0731222]"
4155,문현동 수영로 부산은행 문현동지점 부근(곡각지),"[35.1372539, 129.0708931]"
4156,대연동 용소로13번길 30 부근,"[35.1367643, 129.1022735]"
4157,문현동 진남로220번길 15 부근,"[35.1453084, 129.0766293]"
4158,문현동 진남로 176-1 부근(인도),"[35.1423484, 129.0788345]"
4159,대연동 용소로13번길 26 부근,"[35.137053, 129.1017136]"
4160,대연동 용소로19번길 26 부근(교차로모퉁이),"[35.1360955, 129.1021712]"
4161,용호동 이기대공원로 14 부근(횡단보도),"[35.1322108, 129.1210029]"
4162,문현동 문현로 80 부근,"[35.1429795, 129.0776082]"
4163,문현동 돌산4길 53 부근(인도),"[35.14940929999999, 129.0733207]"
4164,문현동 고동골로 61 부근,"[35.1426089, 129.0710147]"
4165,문현동 문현로 49 부근,"[35.1432185, 129.0744466]"
4166,문현동 수영로 마트약국 부근(사선),"[35.1371984, 129.0716153]"
4167,문현동 수영로 우리네약국 부근(안전지대),"[35.1367053, 129.0726655]"
4168,문현동 고동골로97번길 광원아파트 부근,"[35.1466418, 129.0743926]"
4169,문현동 고동골로4번길 7-11 부근,"[35.1381705, 129.0716986]"
4170,문현동 고동골로 126 부근(횡단보도),"[35.1450609, 129.075161]"
4171,대연동 금빛코다리앞CCTV(정류장),"[35.1321961, 129.0918245]"
4172,문현동 고동골로69번길 대우보일러 부근,"[35.1433889, 129.0709833]"
4173,문현동 고동골로47번길 8 부근,"[35.1414641, 129.070507]"
4174,문현동 수영로39번길 29-10 부근,"[35.138447, 129.0718534]"
4175,문현동 수영로39번길 가원밥상 부근,"[35.1384142, 129.0722037]"
4176,대연동 유엔로120번가길 53 부근(교차로 모퉁이/소화전),"[35.1286152, 129.0873726]"
4177,문현동 수영로49번길 5 부근(인도/횡단보도),"[35.1366137, 129.0732691]"
4178,문현동 수영로13번길 107 부근,"[35.141482, 129.070831]"
4179,문현1동 현대1차아파트 부근,"[35.1446256, 129.0786042]"
4180,감만동 우암로2번길 30 부근(사선),"[35.1119304, 129.0843603]"
4181,문현3동 수영로39번길 부근,"[35.1381705, 129.0716986]"
4182,용호동 동명로 126 부근(횡단보도),"[35.1197895, 129.1107533]"
4183,문현동 전포대로92번나길 61 부근(교차로 모퉁이),"[35.147799, 129.0681679]"
4184,문현1동 동진하이빌 부근,"[35.1433365, 129.0717818]"
4185,문현1동 현대대성주유소 부근(곡각지),"[35.1437248, 129.0764076]"
4186,문현2동 문현역 부근(정류장),"[35.139125, 129.067386]"
4187,문현동 메가마트 뒤(곡각지),"[35.1376601, 129.0727736]"
4188,문현동 메가마트 뒤,"[35.1376601, 129.0727736]"
4189,문현동 고동골로72번길 50 부근,"[35.14343059999999, 129.0740159]"
4190,문현동 고동골로 86-13 부근(교차로모퉁이),"[35.1451245, 129.0727629]"
4191,문현동 진남로 201 부근(교차로모퉁이),"[35.144044, 129.0767049]"
4192,대연6동 진남로127번길 부근,"[35.1384157, 129.0776513]"
4193,문현동 고동골로78번길 45-4 부근(횡단보도),"[35.1440277, 129.0740742]"
4194,문현1동 문현탕 부근(횡단보도),"[35.1425306, 129.0713101]"
4195,문현동 고동골로 남도아파트 부근,"[35.1441698, 129.0746981]"
4196,문현동 메가마트 뒤 CCTV(횡단보도),"[35.1442273, 129.0731356]"
4197,문현동 문현금융로 이마트 부근(교차로모퉁이),"[35.1443594, 129.0642591]"
4198,문현동 황령대로90번길 57 부근(횡단보도),"[35.1477615, 129.0689422]"
4199,문현동 고동골로 97 부근(횡단보도),"[35.1456115, 129.0721263]"
4200,용호동 용호로 195-1 부근(교차로 모퉁이/횡단보도),"[35.114824, 129.1112223]"
4201,용당동 신선로447번길 9 부근(횡단보도),"[35.1255561, 129.0974794]"
4202,문현동 문현금융로 BIFC 부근(횡단보도),"[35.1472297, 129.0657929]"
4203,문현동 수영로13번길 삼정그린코아 부근(교차로모퉁이),"[35.1418367, 129.0707819]"
4204,문현동 수영로 37 부근(횡단보도),"[35.1371308, 129.0721796]"
4205,문현동 고동골로 새마을금고 문현본점 부근(인도/횡단보도),"[35.1426977, 129.0714207]"
4206,문현동 고동골로 68 부근,"[35.1401833, 129.0713133]"
4207,대연동 수영로219번길 못골골목시장주차장 부근,"[35.135994, 129.090283]"
4208,문현동 문현교차로,"[35.136865, 129.0678657]"
4209,문현1동 문현1동주민센터 부근(도로가운데주차),"[35.1480091, 129.0834877]"
4210,문현동 고동골로97번길 67 부근,"[35.1466083, 129.074174]"
4211,문현동 진남로 현대2차아파트입구 부근(인도),"[35.1478083, 129.0736426]"
4212,문현동 수영로13번길 삼정그린코아 부근,"[35.1418367, 129.0707819]"
4213,문현동 우암로 364 부근,"[35.1343434, 129.067313]"
4214,문현동 고동골로18번길 14 부근,"[35.1385789, 129.0720264]"
4215,문현동 문현여자고등학교 부근(곡각지),"[35.1452808, 129.0741704]"
4216,대연동 진남로127번길 한누리유치원 부근,"[35.137286, 129.0780577]"
4217,문현동 고동골로60번길 27 부근(교차로모퉁이),"[35.1424713, 129.0727084]"
4218,문현동 고동골로18번길 3 부근,"[35.1387491, 129.0714251]"
4219,문현동 고동골로72번길 41 부근,"[35.1435746, 129.0736293]"
4220,문현동 고동골로78번길 화신태권도장 부근,"[35.1437933, 129.0761068]"
4221,대연동 진남로 116 부근(교차로모퉁이),"[35.1384056, 129.0824936]"
4222,용호동 산 153번지(횡단보도),"[35.1118632, 129.1221505]"
4223,대연6동 대연동SK뷰아파트 부근,"[35.1370179, 129.0943]"
4224,문현동 문현로 36-1 부근(횡단보도),"[35.1423971, 129.0746095]"
4225,대연동 수영로325번길 경성대 부근,"[35.1397716, 129.0984966]"
4226,문현동 고동골로59번길 성동초등학교 부근,"[35.1430032, 129.0696709]"
4227,문현동 고동골로59번길 2 부근,"[35.142539, 129.0709732]"
4228,문현2동 범5호교부근(인도),"[35.14142, 129.0645603]"
4229,문현2동 남동천로,"[35.1407749, 129.0654098]"
4230,문현동 남동천로 22 부근,"[35.1387561, 129.0667572]"
4231,문현동 자유평화로60번길 신아철재 부근,"[35.1386196, 129.066796]"
4232,문현동 자유평화로60번길 아트빌딩주차장 부근,"[35.1136674, 129.039713]"
4233,문현2동 리버빌아파트 부근(안전지대),"[35.1442273, 129.0731356]"
4234,문현2동 무지개다리 부근(곡각지),"[35.142535, 129.064253]"
4235,감만동 석포로26번가길 한울시너스 부근,"[35.1220227, 129.0868674]"
4236,문현동 수영로13번길 25 부근,"[35.1382109, 129.0701122]"
4237,문현동 남동천로 12-2 부근,"[35.1381095, 129.0666829]"
4238,문현동 남동천로 56 부근(인도),"[35.1418187, 129.0648394]"
4239,문현동 남동천로 8 부근,"[35.1378752, 129.0666842]"
4240,우암동 유엔로,"[35.1282377, 129.0900825]"
4241,대연동 유엔로157번길 연경 중화요리전문점 부근,"[35.1347403, 129.0930687]"
4242,용호동 동명로 156-1 부근,"[35.1191191, 129.113975]"
4243,용호동 동명로145번가길 6 부근,"[35.1199469, 129.1130559]"
4244,용호동 동명로145번가길 동림빌라 부근,"[35.1197845, 129.1136119]"
4245,용호1동 동명로부근,"[35.1155121, 129.115598]"
4246,대연4동 유엔평화로부근,"[35.12774890000001, 129.0956469]"
4247,용호동 이기대공원로 이기대관리초소 부근,"[35.1322108, 129.1210029]"
4248,용호동 동명로112번길 40-2 부근,"[35.1186299, 129.1085368]"
4249,용호동 분포로 하이츠자이 307동 부근,"[35.1327553, 129.1109465]"
4250,용호동 동명로 171 부근(인도/횡단보도),"[35.1190077, 129.1156048]"
4251,용호동 동명로 동진부동산 부근(곡각지),"[35.1188246, 129.1154527]"
4252,용호동 동명로 호수부동산 부근,"[35.1189644, 129.1148019]"
4253,대연동 수영로334번길 우쭈쭈 부근,"[35.137171, 129.1029865]"
4254,용호동 용호시장CCTV(횡단보도),"[35.1150231, 129.1126769]"
4255,대연동 황령대로319번가길 다이소 부근(커브길),"[35.1516189, 129.0895219]"
4256,용당동 유엔평화로153번길부근,"[35.125732, 129.095805]"
4257,대연동 수영로358번길 11 부근,"[35.138946, 129.1050133]"
4258,용호동 용호로42번길 솔밭주차장 부근,"[35.1185288, 129.1171988]"
4259,용호동 용호로42번길 평화의원 부근,"[35.12350929999999, 129.1099639]"
4260,용호동 용호로216번길 크린토피아 부근,"[35.1129879, 129.1098771]"
4261,용호동 용호로216번길 스마일부동산 부근,"[35.1131919, 129.1105979]"
4262,용호동 동명로 176 부근,"[35.1186488, 129.11611]"
4263,용호동 동명로 동부아파트 부근,"[35.1182015, 129.1178337]"
4264,대연동 천제등로 영남주차장 부근,"[35.1344253, 129.0907109]"
4265,용호동 동명로145번길 19 부근,"[35.1203824, 129.1127492]"
4266,용호동 용호로159번길 용호남교회 주차장 부근,"[35.117278, 129.113292]"
4267,대연동 용소로13번길 91 부근,"[35.1367643, 129.1022735]"
4268,대연동 황령대로492번길 가원밥상 부근(인도),"[35.1378108, 129.1066265]"
4269,용호동 동명로 160 부근,"[35.1190313, 129.1142096]"
4270,감만동 석포로 남구 청년연합회 부근,"[35.1224977, 129.0831168]"
4271,대연동 천제등로 령강노인복지센터 부근,"[35.1313661, 129.0894749]"
4272,대연동 수영로 대박시티 부근(인도),"[35.1357236, 129.0935735]"
4273,용호동 동명로 111 부근(곡각/횡단보도),"[35.120329, 129.1093289]"
4274,용호동 동명로 진주건업 부근,"[35.1198521, 129.108136]"
4275,대연동 유엔평화로13번길 38 부근,"[35.1337263, 129.0941557]"
4276,용호동 용호로159번길 118 부근,"[35.1183088, 129.1168097]"
4277,대연동 용소로22-1앞CCTV(횡단보도),"[35.1353148, 129.1006048]"
4278,용호동 동명로 한일아파트 부근,"[35.1188402, 129.1151951]"
4279,용호동 용호로198번길 5 부근,"[35.114641, 129.1106329]"
4280,문현1동 남동천로 부근(인도),"[35.1466606, 129.065868]"
4281,용당동 신선대산복로 현대아이파크아파트 부근(인도),"[35.2073015, 129.0864731]"
4282,대연동 못골로 남구청 주차장입구 부근(인도),"[35.1365783, 129.0842468]"
4283,용호동 용호로216번길 남부산농협 부근,"[35.111874, 129.1105098]"
4284,용호동 용호로42번길 솔밭주차장 부근(곡각지),"[35.1185288, 129.1171988]"
4285,용호동 동명로132번길 양양주차장 부근,"[35.1170745, 129.1105632]"
4286,대연동 황령대로319번가길 동진스포랙스 부근(인도),"[35.1529498, 129.0887949]"
4287,용호동 용호사거리CCTV(인도/곡각지),"[35.1196179, 129.1120565]"
4288,대연동 못골로 남구청 부근(인도),"[35.1365783, 129.0842468]"
4289,용호동 용호로216번길 예가아파트 부근(곡각/횡단보도),"[35.1129687, 129.1096745]"
4290,감만동 태양3급자동차정비부근,"[35.1120502, 129.0809651]"
4291,용호1동 용호1동주민센터부근,"[35.1304795, 129.1120834]"
4292,대연동 석포로126번길 가람 ART HALL 부근,"[35.1276834, 129.0928038]"
4293,용호동 동명로118번길 91 부근,"[35.1160675, 129.1096891]"
4294,용호동 용호로198번길 하경헤어 부근,"[35.1147059, 129.1099422]"
4295,용호동 동명로 호호삽겹살 부근(횡단보도),"[35.1190685, 129.1143856]"
4296,대연동 용소로7번길 33 부근,"[35.1375937, 129.1019709]"
4297,감만동 북항로 감만시민부두 부근(횡단보도),"[35.1092849, 129.0685608]"
4298,용호3동 동부타워아파트부근(인도),"[35.1182015, 129.1178337]"
4299,대연동 수영로346번길 에이스케슬 부근,"[35.1376615, 129.104215]"
4300,용호동 동명로169번길 승지주차장 부근,"[35.1185288, 129.1171988]"
4301,대연4동 새마을금고부근(곡각지),"[35.1296441, 129.0905304]"
4302,용호동 동명로118번길 87 부근,"[35.1162695, 129.1096886]"
4303,용호동 용호로216번길 예가정문앞 부근,"[35.1133929, 129.1098099]"
4304,용호동 용호로216번길 성은교회 부근,"[35.1133408, 129.1098068]"
4305,용호동 현대비치앞CCTV(사선),"[35.1262281, 129.1083344]"
4306,문현동 수영로13번길 맛나김밥 부근,"[35.138408, 129.0697092]"
4307,대연동 석포로126번길 17 부근,"[35.1281928, 129.0923449]"
4308,대연동 수영로334번길 동래통닭 부근,"[35.1506047, 129.1158996]"
4309,대연동 유엔평화로13번길 51 부근,"[35.1340037, 129.094877]"
4310,용호동 용호로42번길 삼성시장 부근,"[35.1150231, 129.1126769]"
4311,용호동 용호로198번길 하나약국 부근,"[35.1147851, 129.1108067]"
4312,대연동 혁신지구 부근(횡단보도),"[35.138647, 129.1024086]"
4313,문현동 전포대로122번길 29 부근,"[35.1479665, 129.0685981]"
4314,용호동 용호로177번길 뮤엠영어 부근,"[35.1220579, 129.1102103]"
4315,용호동 동명로132번길 남도영양탕 부근,"[35.1196304, 129.1110998]"
4316,감만동 북항로 감만시민부두 부근(안전지대),"[35.1087722, 129.0804289]"
4317,용호동 동명로132번길 오크닭 부근,"[35.1196486, 129.1113822]"
4318,문현3동 구.문현지구대부근(인도),"[35.1388867, 129.0697472]"
4319,용호동 동명로170번길 1 부근(곡각지),"[35.1187941, 129.1154932]"
4320,대연동 못골로 대연초등학교앞 부근(횡단보도),"[35.1373593, 129.092003]"
4321,용당동 신선대산복로 현대아이파크 부근(인도),"[35.1119505, 129.1034747]"
4322,용호동 용호로118번길 141 부근,"[35.238194, 128.6839654]"
4323,용호동 동명로92번길 백운초등학교 부근(곡각지),"[35.1184234, 129.1053904]"
4324,용호동 성모약국앞CCTV(인도/횡단보도),"[35.1116204, 129.1111247]"
4325,용호동 용호로110번길 41 부근,"[35.1224065, 129.1112281]"
4326,용호동 용호로109번길 31 부근,"[35.1224548, 129.114208]"
4327,대연동 평화공원앞CCTV(이중주차),"[35.1253392, 129.0992519]"
4328,용호동 동명로145번길 뉴빅마트 부근,"[35.1195418, 129.1129384]"
4329,용호동 용호로109번길 27 부근,"[35.1224466, 129.1139237]"
4330,대연동 광명집앞CCTV(안전지대),"[35.1414268, 129.0932454]"
4331,용호2동 목련4차부근,"[35.1160627, 129.1082514]"
4332,용호동 용호로197번길 용호2동시장주차장 부근(곡각지),"[35.1150231, 129.1126769]"
4333,대연동 광명집앞CCTV(횡단보도/안전지대),"[37.4784878, 126.8642888]"
4334,대연동 수영로322번길 센츄리빌딩 부근,"[35.1371554, 129.1007053]"
4335,대연동 유엔평화로4번길 74 부근,"[35.1344588, 129.0878848]"
4336,대연5동 롯데슈퍼부근,"[35.135924, 129.0910246]"
4337,용호동 용호로159번길 용호정영빌라 부근,"[35.1174237, 129.1146952]"
4338,대연동 유엔평화로10번길 33 부근,"[35.1339365, 129.090136]"
4339,감만동 우암로 72 건민약국 앞,"[35.1169027, 129.0812245]"
4340,대연동 못골로12번길 29 부근(곡각지),"[35.1354253, 129.0854475]"
4341,용호동 용호로 비치주유소 부근,"[35.125839, 129.110195]"
4342,감만동 우암로 그린물세탁 부근,"[35.1189375, 129.0827856]"
4343,용호동 동명로118번길 오륙도 어린이집 부근,"[35.1138371, 129.1094406]"
4344,용호동 백운포로 국민체육센터 회차로 부근,"[35.103584, 129.107938]"
4345,문현동 지게골로 롯데슈퍼 부근(횡단보도),"[35.1357719, 129.0704109]"
4346,대연동 유엔로157번길 인도문화원 부근,"[35.1306673, 129.0935234]"
4347,용호동 동명로145번가길 동림베스트빌라 부근,"[35.1199264, 129.1135647]"
4348,용호동 동명로 152 부근,"[35.1158683, 129.1125843]"
4349,용호동 용호로159번길 문현곱창 부근,"[35.1178528, 129.1119293]"
4350,용호동 동명로146번길 용호3치안센터 부근,"[35.1178778, 129.1124382]"
4351,대연동 못골로 성화부동산 부근,"[35.1356144, 129.0856616]"
4352,용당동 유엔평화로126번길 22 부근,"[35.1236171, 129.0955023]"
4353,우암동 우암로154번길 52 부근,"[35.1254969, 129.0816732]"
4354,문현동 수영로 세종그랑시아 부근(횡단보도),"[35.1361984, 129.0693378]"
4355,용호동 용호로159번길 대성인테리어 부근,"[35.11768199999999, 129.1149081]"
4356,용호동 용호로216번길 용호4동주민센터 부근(횡단보도),"[35.1148343, 129.1134427]"
4357,대연동 못골번영로 한사랑빌 부근,"[35.1390059, 129.0892358]"
4358,문현2동 황령대로74번길부근,"[35.1456579, 129.06769]"
4359,용호동 솔밭공원부근CCTV(정류장),"[35.1155121, 129.115598]"
4360,용호동 동명로132번길 명성학원 부근,"[35.1158683, 129.1100845]"
4361,용호동 동명로132번길 103 부근,"[35.1151906, 129.1103683]"
4362,용호동 동명로132번길 123 부근,"[35.1143664, 129.1104076]"
4363,대연4동 주민센타부근,"[35.1298107, 129.0914192]"
4364,우암동 신선로 동서고가로 진입로 부근,"[35.1263344, 129.0761011]"
4365,용호동 용호로197번길 용호공인중개사 부근,"[35.1146385, 129.1133622]"
4366,용호동 용호로197번길 용호시장 주차장 부근,"[35.1174296, 129.1127277]"
4367,용호동 동명로132번길 128 부근,"[35.1141309, 129.1101324]"
4368,용호동 동명로132번길 133 부근,"[35.11388650000001, 129.1103408]"
4369,대연5동 우리은행부근,"[35.1350461, 129.0873919]"
4370,문현동 우암로362번길 17 부근,"[35.1339952, 129.0680546]"
4371,용호동 분포로 분포도서관 부근,"[35.132227, 129.1156465]"
4372,대연동 석포로83번길 한일빌 부근(길가운데주차),"[35.1269694, 129.0887862]"
4373,용호동 용호로109번길 황실미용실 부근(곡각지),"[35.1222568, 129.1134589]"
4374,용당동 동명로26 아이파크 부근(인도),"[35.1187566, 129.0990577]"
4375,용당동 동명로26 아이파크 부근,"[35.1187566, 129.0990577]"
4376,대연동 석포로91번길 오성슈퍼 부근,"[35.129582, 129.0909316]"
4377,대연4동 석포농협부근,"[35.1291478, 129.0915595]"
4378,용호동 동명로118번길 150 부근,"[35.1135063, 129.1094394]"
4379,용호동 동명로146번길 66 부근,"[35.1165169, 129.1117971]"
4380,용호동 동명로146번길 46 부근,"[35.1174195, 129.1120682]"
4381,용호동 용호로90번길 16 부근,"[35.12428269999999, 129.111568]"
4382,용호동 용호로159번길 65 부근,"[35.1173547, 129.1151895]"
4383,용호동 이기대공원로 장수두부 부근,"[35.1241037, 129.1144762]"
4384,용호동 용호로110번길 31 부근,"[35.1224065, 129.1112281]"
4385,용당동 유엔평화로143번길 용궁횟집 부근,"[35.1237284, 129.0973122]"
4386,용당동 창조아파트부근,"[35.1240337, 129.0959745]"
4387,용호동 동명로145번길 27 부근,"[35.1207525, 129.1128815]"
4388,용호동 용호사거리CCTV(곡각/사선),"[35.1196179, 129.1120565]"
4389,용호동 동명로132번길 71 부근,"[35.1166384, 129.1104417]"
4390,용호동 용호로178번길 최나미아헤어 부근,"[35.116644, 129.1098392]"
4391,용호1동 GS하이츠자이아파트부근(사선),"[35.1327553, 129.1109465]"
4392,용호동 동명로145번길 6 부근,"[35.1155121, 129.115598]"
4393,감만동 우암로 칠성오토바이 부근,"[35.1144147, 129.0814335]"
4394,대연동 유엔평화로76번길 26 부근(횡단보도),"[35.1276003, 129.0927762]"
4395,감만동 석포로64번길 45 부근,"[35.121753, 129.0889676]"
4396,대연동 유엔로120번가길 4 부근(횡단보도),"[35.129802, 129.089619]"
4397,대연동 신선로447번길 대연수목전시관 부근,"[35.1255614, 129.0988631]"
4398,용호동 동명로92번길 동명생활관입구 부근(곡각지),"[35.1175412, 129.107233]"
4399,대연동 석포농협CCTV(곡각/횡단보도),"[35.8055801, 127.1228535]"
4400,대연동 유엔로120번길 천탁 부근(곡각/횡단보도),"[35.129676, 129.0906263]"
4401,용호동 동명로145번가길 24호 부근,"[35.1197107, 129.1140445]"
4402,대연동 용소로40번길 비주얼 박스 부근,"[35.1339012, 129.1008282]"
4403,대연동 수영로267번길 57 부근,"[35.1379832, 129.0948941]"
4404,용호동 용호로159번길 용산초등후문 부근,"[35.11650700000001, 129.116278]"
4405,용호동 용호로178번길 18 부근,"[35.1163404, 129.1103345]"
4406,용호동 동명로 195 부근,"[35.1179068, 129.1177816]"
4407,문현2동 문현이마트부근(사선),"[35.1443594, 129.0642591]"
4408,문현동 수영로39번가길 27 부근,"[35.1387538, 129.0759204]"
4409,대연동 황령대로492번길 남천중학교 후문 부근(직각),"[35.1364491, 129.1052233]"
4410,대연동 천제등로 동성하이타운 부근(횡단보도),"[35.1335158, 129.0871219]"
4411,감만동 홍곡로120번길 유창연립 부근(직각),"[35.1162062, 129.0878267]"
4412,용호동 동명로 호호삼겹 부근(횡단보도),"[35.1190685, 129.1143856]"
4413,대연동 못골로 남구청 주차장입구 부근(횡단보도),"[35.1365783, 129.0842468]"
4414,대연동 천제등로 57 부근,"[35.1310566, 129.0898288]"
4415,감만동 우암로 64 부산은행옆,"[35.1161487, 129.0814498]"
4416,용호동 동명로146번길 미가북어국 부근,"[35.1190956, 129.1121173]"
4417,용호동 동명로 호호삼겹 부근,"[35.1190685, 129.1143856]"
